0,1
0.1,1.104775
0.2,1.185243
0.3,1.283562
0.4,1.352673
0.5,1.454298
0.6,1.499468
0.7,1.643427
0.8,1.765784
0.9,1.950066
1,2.068074
1.1,2.207033
1.2,2.477687
1.3,2.613081
1.4,3.031258
1.5,3.321452
1.6,3.719276
1.7,4.11732
1.8,4.488885
1.9,4.635978
2,4.645419
2.1,4.378099
2.2,4.473171
2.3,4.718535
2.4,4.541856
2.5,4.54957
2.6,4.410125
2.7,4.182231
2.8,4.233894
2.9,4.008461
3,3.830531
3.1,3.614403
3.2,3.169194
3.3,2.948769
3.4,2.75391
3.5,2.600735
3.6,2.26547
3.7,1.940248
3.8,1.659209
3.9,1.539391
4,1.372421
4.1,1.247232
4.2,1.110862
4.3,1.067969
4.4,1.021474
4.5,0.903319
4.6,0.825773
4.7,0.739104
4.8,0.723347
4.9,0.693826
5,0.662864
5.1,0.622879
5.2,0.636011
5.3,0.582974
5.4,0.571236
5.5,0.549718
5.6,0.525625
5.7,0.558622
5.8,0.566225
5.9,0.612201
6,0.63094
6.1,0.678076
6.2,0.763674
6.3,0.802091
6.4,0.863494
6.5,0.988913
6.6,1.102044
6.7,1.183309
6.8,1.295341
6.9,1.350654
7,1.463648
7.1,1.604259
7.2,1.684706
7.3,1.895787
7.4,2.072622
7.5,2.147725
7.6,2.179368
7.7,2.431988
7.8,2.630458
7.9,2.770034
8,2.829897
8.1,3.026157
8.2,3.060465
8.3,3.116439
8.400001,3.151146
8.5,3.128557
8.6,3.164041
8.7,2.954685
8.8,2.935006
8.900001,2.919587
9,2.70572
9.1,2.52575
9.2,2.432594
9.3,2.342212
9.400001,2.182901
9.5,1.946086
9.6,1.76056
9.7,1.668947
9.8,1.545099
9.900001,1.421715
0,1
0.1,1.075866
0.2,1.168508
0.3,1.289247
0.4,1.383488
0.5,1.4592
0.6,1.602047
0.7,1.757645
0.8,1.900346
0.9,2.155676
1,2.264853
1.1,2.403578
1.2,2.627865
1.3,2.735054
1.4,2.943318
1.5,3.270432
1.6,3.34028
1.7,3.396648
1.8,3.606477
1.9,3.728516
2,3.893067
2.1,4.07131
2.2,4.001311
2.3,4.074355
2.4,3.974548
2.5,3.842656
2.6,3.703176
2.7,3.563927
2.8,3.32114
2.9,3.168904
3,2.751839
3.1,2.536537
3.2,2.37001
3.3,2.162845
3.4,1.919201
3.5,1.751847
3.6,1.558492
3.7,1.413412
3.8,1.2804
3.9,1.146038
4,1.033796
4.1,0.933944
4.2,0.827913
4.3,0.728087
4.4,0.657904
4.5,0.632014
4.6,0.587559
4.7,0.556348
4.8,0.52868
4.9,0.483465
5,0.443832
